seg_count,atl07_dt,h_surf,w_gauss,fpb_corr,atl07_h,atl07_w,atl07_fpb
31288,38060911.18299324,0.09298401131779777,0.12299999669194221,0.01903496169,0.096342675,0.114999995,0.017599326
31289,38060911.18397088,0.12965537940612393,0.12299999669194221,0.020606484660000004,0.12966554,0.121999994,0.02059223
31290,38060911.1851105,0.1805414497618969,0.14899999871850014,0.020606484660000004,0.18154432,0.148,0.02059223
31291,38060911.18618089,0.18143522901430398,0.1339999996125698,0.022271625195,0.18145336,0.133,0.022256218
31292,38060911.18717126,0.15018559394777142,0.12599999830126762,0.01936699377,0.15497659,0.13,0.019353595
31293,38060911.188583635,0.05768534132548808,0.12299999669194221,0.016904566425,0.061361432,0.12,0.01689287
31294,38060911.1898628,0.037948792602029435,0.10899999551475048,0.01422302631,0.036640286,0.099999994,0.014213187
31295,38060911.191393435,0.040183091686325056,0.07599999904632568,0.0133864665765,0.03545812,0.074999996,0.015559375
31296,38060911.19260177,0.03991934174077638,0.0669999985024333,0.01598351373,0.040258314,0.065,0.015972456
31297,38060911.193961255,0.040901417892567515,0.07899999842047692,0.0143616260475,0.043101933,0.074999996,0.01435169
31298,38060911.19534344,0.029950337619854217,0.07899999842047692,0.013708574562,0.030365843,0.074,0.01178685
31299,38060911.19688214,0.021968790293889207,0.07499999832361937,0.0133864665765,0.023428421,0.076,0.01305817
31300,38060911.1982504,0.03312903105420251,0.07699999883770943,0.0127506477465,0.032408558,0.078999996,0.0127418265
31301,38060911.19978159,0.01814094057020732,0.0879999965429306,0.014033607564,0.018227689,0.084,0.014023899
31302,38060911.20093948,0.029446242120972244,0.09899999760091305,0.017079241829999998,0.029455071,0.098,0.017067427
31303,38060911.20224607,0.03996783357957234,0.1009999979287386,0.016345297425,0.039981022,0.099999994,0.01633399
31304,38060911.203554146,0.03906953754222631,0.09499999694526196,0.017052806445,0.041698407,0.098,0.017041009
31305,38060911.204699874,0.049091323658933206,0.0949999950826168,0.019075099185000003,0.050098386,0.094,0.019061903
31306,38060911.20580414,0.06831975607490293,0.09299999549984932,0.019631726385,0.058912534,0.078,0.019618144
31307,38060911.20702147,0.045139355875245535,0.09399999529123307,0.01639698156,0.045351207,0.092999995,0.016736273
31308,38060911.20811612,0.0371518513971294,0.09199999570846558,0.01710209373,0.036151674,0.089999996,0.017090263
31309,38060911.20935869,0.06869991643727147,0.10699999518692493,0.01936699377,0.06458034,0.099999994,0.018577075
31310,38060911.21037774,0.10846666014110795,0.11499999649822712,0.019631726385,0.11060481,0.114999995,0.020257667
31311,38060911.21156252,0.13296746881753485,0.09799999743700027,0.01844171388,0.12329171,0.103999995,0.01882171
31312,38060911.212905474,0.08873119687555953,0.10599999502301216,0.015026875605,0.08874084,0.105,0.015016479
31313,38060911.214102775,0.049412124894253395,0.08999999612569809,0.01639698156,0.050414752,0.089999996,0.016385637
31314,38060911.21527395,0.028838654051027035,0.08199999779462815,0.019676336085,0.033112876,0.081,0.01890928
31315,38060911.2161408,0.029394546711021263,0.07799999862909317,0.020078077724999997,0.02508553,0.08,0.020434199
31316,38060911.21699205,0.03599518615610098,0.0809999980032444,0.01899562698,0.041897524,0.087,0.018283525
31317,38060911.21826562,0.06967801629377224,0.10999999567866325,0.018590545740000002,0.069690585,0.109,0.018577684
31318,38060911.21947835,0.10440717125386278,0.0949999950826168,0.01844171388,0.10537973,0.095,0.018428955
31319,38060911.22074792,0.0792572309748607,0.0969999972730875,0.018589934565,0.0820834,0.09599999,0.018577075
31320,38060911.22190001,0.05027435131366342,0.09299999549984932,0.013518229424999998,0.05027113,0.092999995,0.013508878
31321,38060911.22315566,0.05574656786760279,0.07799999862909317,0.0141156495885,0.05290382,0.074,0.014105884
31322,38060911.224251546,0.05911886647233899,0.06599999964237213,0.0157052283,0.059857085,0.07,0.016038343
31323,38060911.22562214,0.07588804165767105,0.1119999960064888,0.019470337155,0.07356802,0.103,0.019218085
31324,38060911.22650943,0.1205380678546053,0.16799999475479127,0.021919778325,0.12055166,0.168,0.021904614
31325,38060911.22761363,0.15902645221485745,0.13999999314546585,0.01898404689,0.15447247,0.13999999,0.018970914
31326,38060911.22900381,0.08537569649305432,0.10599999502301216,0.01536430374,0.085387796,0.10599999,0.015353675
31327,38060911.230264075,0.04986626905802449,0.07299999836832285,0.014692693302000001,0.049196187,0.074999996,0.014682529
31328,38060911.231711306,0.042675206661827225,0.08499999716877937,0.011241769193999999,0.042678095,0.084,0.011233992
31329,38060911.23311945,0.039543992416334994,0.09199999570846558,0.013708574562,0.039554305,0.09199999,0.013699091
31330,38060911.23454437,0.050375938103037754,0.09399999529123307,0.01667714709,0.047097333,0.094,0.015972456
31331,38060911.23562928,0.054955373061202906,0.09099999591708183,0.01820072298,0.054969165,0.089999996,0.018188132
31332,38060911.236870185,0.0569737443001177,0.08199999779462815,0.017079241829999998,0.05698698,0.081999995,0.017067427
31333,38060911.23821043,0.07603305567440621,0.08499999716877937,0.01710209373,0.077778496,0.085999995,0.017815057
31334,38060911.23919272,0.05983835925627279,0.09899999760091305,0.020158711995,0.05984477,0.098,0.020144766
31335,38060911.24028285,0.040053463868924055,0.09199999570846558,0.018589934565,0.038016815,0.087,0.018194245
31336,38060911.24161678,0.030281626357530733,0.07499999832361937,0.0157052283,0.030298494,0.074,0.015694363
31337,38060911.24276274,0.05499621095813367,0.08599999696016311,0.019381286699999997,0.055012867,0.08499999,0.01936788
31338,38060911.24383682,0.06264658002925749,0.10299999825656414,0.018590545740000002,0.064807646,0.11,0.018577684
31339,38060911.24519989,0.10395800453176562,0.10799999535083771,0.016710462975,0.103962295,0.107999995,0.016698902
31340,38060911.246411294,0.11948091454028287,0.0949999950826168,0.01639698156,0.12049274,0.094,0.016385637
31341,38060911.24762366,0.11138225745794461,0.10399999842047691,0.01710209373,0.11403307,0.103,0.018194245
31342,38060911.24879707,0.08837828247435286,0.10899999551475048,0.01978232616,0.08840349,0.107999995,0.01976864
31343,38060911.249994494,0.07300184619480099,0.09399999529123307,0.020855528219999996,0.07418074,0.091,0.0208411
31344,38060911.25094568,0.08260990561605475,0.09599999710917473,0.022767617985000002,0.08264083,0.095,0.022751868
31345,38060911.251982145,0.08777514700735267,0.08399999737739564,0.02108798991,0.09490484,0.087,0.019855434
31346,38060911.25316245,0.10884885307115777,0.10199999809265137,0.018976712565,0.108858705,0.100999996,0.018963585
31347,38060911.25430384,0.110480848048363,0.0969999972730875,0.018206841404999997,0.11048475,0.09599999,0.018194245
31348,38060911.25557224,0.10251150519802277,0.1009999979287386,0.019231389674999995,0.10018431,0.098,0.01882171
31349,38060911.256696574,0.09921281596630127,0.12599999830126762,0.020187205095,0.097365744,0.124,0.020429587
31350,38060911.25768489,0.10074883355906916,0.09099999591708183,0.02142537915,0.10176933,0.089999996,0.021410557
31351,38060911.25878496,0.08428366522610542,0.06799999848008156,0.020966431095,0.084303886,0.067,0.020951927
31352,38060911.25987234,0.09619144735827767,0.10399999842047691,0.022271625195,0.09621378,0.103,0.022256218
31353,38060911.26093974,0.10504465279036523,0.10499999485909939,0.020855528219999996,0.10506552,0.105,0.0208411
31354,38060911.2620118,0.08582121378369578,0.08199999779462815,0.01978232616,0.085832655,0.081,0.01976864
31355,38060911.26320465,0.07790369416018894,0.07199999839067459,0.0141156495885,0.07790938,0.071,0.014105884
31356,38060911.26436966,0.04164766022186139,0.07999999821186066,0.015033379335,0.04165443,0.078999996,0.015022979
31357,38060911.265617184,0.047409471761556965,0.07099999841302633,0.01710209373,0.04741566,0.069,0.017090263
31358,38060911.266751416,0.06943244811532168,0.07899999842047692,0.01710209373,0.069430724,0.078,0.017090263
31359,38060911.26789518,0.07604808896047643,0.08699999675154686,0.018589934565,0.07606595,0.08499999,0.018577075
31360,38060911.269140676,0.06699988332103768,0.07899999842047692,0.017079241829999998,0.0641367,0.076,0.017439466
31361,38060911.27049278,0.06677965737769576,0.06799999848008156,0.0157052283,0.061472192,0.072,0.015694363
31362,38060911.27149213,0.05939658905006784,0.08499999716877937,0.018183891599999998,0.05940397,0.084,0.018171312
31363,38060911.27264077,0.055170891825875756,0.07499999832361937,0.017827390859999997,0.05160944,0.074,0.018194245
31364,38060911.273982264,0.040420772863445364,0.0809999980032444,0.017451539279999997,0.04044281,0.08,0.017439466
31365,38060911.27507413,0.04600609828171365,0.07399999834597111,0.01710209373,0.046012126,0.073,0.017090263
31366,38060911.276185505,0.051626381195776005,0.07999999821186066,0.01639698156,0.052838188,0.076,0.017439466
31367,38060911.27750744,0.07392077841996336,0.07399999834597111,0.0143616260475,0.07393368,0.073,0.01435169
31368,38060911.278921455,0.0749599382881696,0.09299999549984932,0.01667714709,0.07373672,0.099999994,0.01666561
31369,38060911.28005033,0.04273106633043078,0.09599999710917473,0.019631726385,0.052543424,0.096999995,0.01936788
31370,38060911.28106116,0.03069659198874053,0.07099999841302633,0.018551271899999996,0.030708741,0.07,0.018538438
31371,38060911.28236521,0.03975737092910947,0.06799999848008156,0.015026875605,0.047857586,0.072,0.015016479
31372,38060911.28375262,0.06327076887606342,0.06999999843537807,0.015026875605,0.060617235,0.071,0.01633399
31373,38060911.2848605,0.05673845173107761,0.06499999947845936,0.01674785814,0.055762425,0.063999996,0.016736273
31374,38060911.28617814,0.06132222469445647,0.07099999841302633,0.017459702310000002,0.057730507,0.071,0.019353595
31375,38060911.28720048,0.05618696027683434,0.08999999612569809,0.020560513425,0.056197792,0.088999994,0.02054629
31376,38060911.2882245,0.07397275121199343,0.09599999710917473,0.020560513425,0.08027151,0.11,0.02054629
31377,38060911.2895199,0.22608565717790796,0.1989999957382679,0.018052246125,0.22709104,0.198,0.018039757
31378,38060911.29076528,0.4150859514896714,0.15699999481439592,0.019470337155,0.42108217,0.15799999,0.019061903
31379,38060911.29173848,0.398831621528017,0.168999994546175,0.020911277114999998,0.39787146,0.16499999,0.021664942
31380,38060911.29267609,0.2882583420939575,0.2119999945163727,0.01934551818,0.28926522,0.212,0.019332135
31381,38060911.29352167,0.19130918920770146,0.35699999779462815,0.017776116945,0.19231966,0.356,0.01776382
31382,38060911.29444798,0.16686547828449871,0.22099999114871025,0.018369236759999998,0.16787705,0.22,0.018356528
31383,38060911.295651965,0.13362473498032923,0.13199999928474426,0.019470337155,0.13654195,0.13,0.019061903
31384,38060911.29687877,0.10835614192045817,0.10899999551475048,0.019381286699999997,0.10822899,0.10699999,0.019618144
31385,38060911.29795935,0.07158250601246063,0.10599999502301216,0.019231389674999995,0.07161081,0.105,0.019218085
31386,38060911.2992709,0.036797348157556975,0.09199999570846558,0.016345297425,0.03781245,0.091,0.01633399
31387,38060911.30065307,0.03522365681717332,0.08299999758601188,0.0157052283,0.037639786,0.081,0.015353675
31388,38060911.30178082,0.02457496312168228,0.08499999716877937,0.017820094034999998,0.030441979,0.077,0.017447624
31389,38060911.30273912,-0.014905752532145655,0.07499999832361937,0.024826496385,-0.0053861076,0.076,0.023047037
31390,38060911.303570785,-0.032602549363344835,0.06599999852478504,0.033004584554999994,-0.027816035,0.063,0.028135227
31391,38060911.30406115,-0.06162761607635048,0.060999998822808266,0.050960417924999994,-0.044255123,0.056999996,0.037566382
31392,38060911.304453,-0.06582188624034302,0.05899999849498272,0.04565012361,-0.06580124,0.058,0.04561854
31393,38060911.304874636,-0.0496387288947453,0.053999998793005946,0.037388358734999995,-0.049619626,0.053,0.037362494
31394,38060911.30543755,-0.008354089152530442,0.06499999947845936,0.011454790201499998,-0.008353438,0.063999996,0.011446865
31395,38060911.30589402,-0.03045886277751908,0.060999998822808266,0.032848906214999994,-0.030440984,0.06,0.03282618
31396,38060911.30641872,-0.026864344178497035,0.06799999848008156,0.048076718969999994,-0.02572528,0.067,0.04366617
31397,38060911.307274565,0.008663289457458312,0.11699999794363976,0.02861547561,0.015111075,0.12,0.028217752
31398,38060911.30866314,0.08108288638148942,0.12799999862909317,0.018052246125,0.08920105,0.134,0.017271772
31399,38060911.310132,0.08633029588067842,0.10499999485909939,0.0149485862205,0.085727386,0.103999995,0.014938245
31400,38060911.31176944,0.045646201414190735,0.08299999758601188,0.01526982564,0.048053794,0.088999994,0.015559375
31401,38060911.31287127,0.04423431277062928,0.07299999836832285,0.01536430374,0.044227988,0.071,0.015353675
31402,38060911.31410371,0.048409242911157335,0.07699999883770943,0.017451539279999997,0.046942588,0.072,0.017439466
31403,38060911.31536553,0.05372889806082348,0.08499999716877937,0.016710462975,0.05319446,0.084,0.015353675
31404,38060911.316684164,0.04539868992449403,0.08999999612569809,0.016049445675,0.047115926,0.089999996,0.015694363
31405,38060911.31779835,0.04656315843006542,0.07999999821186066,0.0141156495885,0.0448717,0.078999996,0.014105884
31406,38060911.31908611,0.04721273183771313,0.07699999883770943,0.012932523340499998,0.047227275,0.076,0.012923577
31407,38060911.32034412,0.0358724299557478,0.06199999898672104,0.013223835852000002,0.03811803,0.061,0.012923577
31408,38060911.32168356,0.04057329139827903,0.06499999947845936,0.01639698156,0.04154499,0.062,0.013805939
31409,38060911.322831824,0.04623412646767644,0.06899999845772982,0.015658219079999997,0.044883426,0.066,0.015022979
31410,38060911.32380917,0.04355408273085892,0.07799999862909317,0.014724631017,0.045599043,0.072,0.016736273
31411,38060911.32517834,0.038408847450112305,0.09899999760091305,0.0157052283,0.037565142,0.095,0.016038343
31412,38060911.326309845,0.029301253033542807,0.08599999696016311,0.01536430374,0.03175215,0.08499999,0.015016479
31413,38060911.32778282,0.047448134696518984,0.08199999779462815,0.014692693302000001,0.04578897,0.081999995,0.015016479
31414,38060911.32892519,0.05525059227743956,0.09399999529123307,0.016345297425,0.056141432,0.099,0.01633399
31415,38060911.330367364,0.06454724894242414,0.09799999743700027,0.01598351373,0.06540608,0.103,0.015972456
31416,38060911.33162562,0.054524733616725385,0.08499999716877937,0.016049445675,0.05806823,0.088,0.015694363
31417,38060911.33267647,0.07074286057812706,0.10999999567866325,0.018589934565,0.070754215,0.109,0.018577075
31418,38060911.33380033,0.095147937626896,0.10999999567866325,0.021846359505,0.0961644,0.109,0.021831246
31419,38060911.33483477,0.0732700680868108,0.09899999760091305,0.018589934565,0.07640999,0.09199999,0.018577075
31420,38060911.33614102,0.06144840038537147,0.06799999848008156,0.01639698156,0.061472204,0.067,0.016385637
31421,38060911.33727036,0.060833436693132015,0.060999998822808266,0.014418693934500001,0.060847748,0.061,0.014408719
31422,38060911.338583656,0.06858694955596878,0.06899999845772982,0.0157052283,0.06859755,0.067999996,0.015694363
31423,38060911.33992231,0.06556934603759235,0.07299999836832285,0.016904566425,0.06559051,0.072,0.01689287
31424,38060911.34117149,0.04955225002698249,0.0809999980032444,0.01883474055,0.05203096,0.08,0.01882171
31425,38060911.34231754,0.06676748232232743,0.08399999737739564,0.01674785814,0.066779844,0.083,0.016736273
31426,38060911.34344311,0.0874047624189398,0.07699999883770943,0.01978232616,0.088422075,0.076,0.01976864
31427,38060911.34454969,0.09690213989180751,0.08499999716877937,0.018976712565,0.09691244,0.084,0.018963585
31428,38060911.34563385,0.08140712644279358,0.08399999737739564,0.020966431095,0.08557336,0.08499999,0.020144766
31429,38060911.34659138,0.04669250811756065,0.1009999979287386,0.020966431095,0.05452738,0.102,0.02054629
31430,38060911.34786002,0.03193067393738058,0.08599999696016311,0.014418693934500001,0.032924384,0.085999995,0.014408719
31431,38060911.349145845,0.04835586496810773,0.07399999834597111,0.015033379335,0.046026096,0.074,0.014714444
31432,38060911.35020829,0.04416670706972159,0.07699999883770943,0.01892237085,0.044192344,0.076,0.01890928
31433,38060911.35119215,0.031462433756437314,0.0809999980032444,0.01892237085,0.032927606,0.077,0.019283986
31434,38060911.35230933,0.03979318984966085,0.06999999843537807,0.015033379335,0.039802402,0.069,0.015022979
31435,38060911.35348411,0.05149630854269471,0.07899999842047692,0.0141156495885,0.051504653,0.077,0.014105884
31436,38060911.354737826,0.049704496262336306,0.0669999985024333,0.01536430374,0.051808346,0.066,0.015694363
31437,38060911.35613524,0.04843097846973787,0.06199999898672104,0.013815496899,0.04930396,0.065,0.013214688
31438,38060911.35725956,0.04895959145769435,0.07599999904632568,0.014724631017,0.0489766,0.075,0.014714444
31439,38060911.35851552,0.04517070505482401,0.09099999591708183,0.018976712565,0.045198407,0.089999996,0.018963585
31440,38060911.35956112,0.051871065609024214,0.09299999549984932,0.021008587815,0.05189255,0.09199999,0.020994054
31441,38060911.36063192,0.06091977534778259,0.0879999965429306,0.019760909025000002,0.060403638,0.087,0.021410557
31442,38060911.36182169,0.056563438882057504,0.09099999591708183,0.018976712565,0.056571145,0.089999996,0.018963585
31443,38060911.36293812,0.031927489508709606,0.09999999776482582,0.017827390859999997,0.02880194,0.098,0.018194245
31444,38060911.364154786,0.033887302738301095,0.09299999549984932,0.01674785814,0.03389973,0.092999995,0.016736273
31445,38060911.36531707,0.06694874457239308,0.09799999743700027,0.01639698156,0.06741688,0.096999995,0.016736273
31446,38060911.36662103,0.10487157541073433,0.08599999696016311,0.019381286699999997,0.10488863,0.08499999,0.01936788
31447,38060911.36765089,0.08361626058631,0.08899999633431435,0.022975521014999997,0.083630614,0.087,0.022959627
31448,38060911.368588775,0.06707818527003262,0.07399999834597111,0.019676336085,0.06699026,0.072,0.0217762
31449,38060911.36975422,0.04698000010951997,0.07099999841302633,0.01892237085,0.045996837,0.07,0.01890928
31450,38060911.37080734,0.051335453708206025,0.06999999843537807,0.018206841404999997,0.05788925,0.069,0.017815057
31451,38060911.372115284,0.05022961685510641,0.07099999841302633,0.017827390859999997,0.050247934,0.07,0.017815057
31452,38060911.37323012,0.03236859391070723,0.07599999904632568,0.018183891599999998,0.03338354,0.075,0.018171312
31453,38060911.37421596,0.04016534221270973,0.0809999980032444,0.015344314454999999,0.033678714,0.078999996,0.018538438
31454,38060911.37543382,0.043015377421861345,0.07899999842047692,0.020158711995,0.043030947,0.078,0.020144766
31455,38060911.376330465,0.05859124906119462,0.11399999633431435,0.024017772974999997,0.06437862,0.109,0.023557983
31456,38060911.377442785,0.12931447112685213,0.10699999518692493,0.021846359505,0.12932582,0.10599999,0.021831246
31457,38060911.37853347,0.15744076209820346,0.08399999737739564,0.019381286699999997,0.1574519,0.083,0.01936788
31458,38060911.379703075,0.16911371476215908,0.0969999972730875,0.018589934565,0.16912797,0.095,0.018577075
31459,38060911.3809493,0.14431494286656665,0.07499999832361937,0.01936699377,0.14615144,0.074,0.018963585
31460,38060911.38207817,0.14259687494715223,0.08299999758601188,0.019676336085,0.14605846,0.078,0.020046094
31461,38060911.38300362,0.12621864852005782,0.0969999972730875,0.02446603674,0.12382149,0.096999995,0.02444911
31462,38060911.38393213,0.10835644435596326,0.1119999960064888,0.023135494995,0.103669286,0.12,0.02339608
31463,38060911.3850746,0.10242171065198669,0.09999999776482582,0.020560513425,0.10244901,0.099,0.02054629
31464,38060911.38619708,0.10100756146428136,0.06399999931454659,0.015658219079999997,0.100485064,0.058999997,0.015647387
31465,38060911.38733814,0.09941352857239405,0.06799999848008156,0.019760909025000002,0.09941998,0.067,0.019747239
31466,38060911.38838423,0.10582308442275501,0.13299999944865704,0.02169108606,0.10683753,0.132,0.02167608
31467,38060911.3894693,0.22966573395666234,0.26999999582767487,0.02146756827,0.22967876,0.26999998,0.021452717
31468,38060911.390371405,0.3217489151981505,0.23799999356269835,0.02350244571,0.3227612,0.23699999,0.023486186
31469,38060911.39126329,0.3029178255244922,0.23799999356269835,0.022270294185,0.2801806,0.24,0.021452717
31470,38060911.39248621,0.11592862153403605,0.13599999397993087,0.01832326917,0.11884003,0.139,0.01867074
31471,38060911.39346279,0.07991696638027346,0.08999999612569809,0.020595892845,0.07994159,0.088999994,0.020581644
31472,38060911.39461279,0.06448886793491493,0.08299999758601188,0.01710209373,0.065826535,0.08499999,0.017090263
31473,38060911.39581259,0.05072605283979037,0.0809999980032444,0.018206841404999997,0.054008875,0.081999995,0.017815057
31474,38060911.39700323,0.035918890058070474,0.08399999737739564,0.017820094034999998,0.032901637,0.081,0.018963585
31475,38060911.398013934,0.04664652841213801,0.08999999612569809,0.018206841404999997,0.046805404,0.09199999,0.017815057
31476,38060911.39931033,0.06447065907276706,0.09799999743700027,0.019381286699999997,0.062396914,0.087,0.018970914
31477,38060911.4004437,0.04726694932580333,0.09399999529123307,0.01936699377,0.047270946,0.092999995,0.019353595
31478,38060911.40154309,0.0522525006860155,0.09099999591708183,0.017459702310000002,0.052261267,0.089999996,0.017447624
31479,38060911.40270114,0.05414145712436813,0.08899999633431435,0.016049445675,0.052581813,0.084,0.016038343
31480,38060911.40393943,0.014790826123639356,0.08299999758601188,0.021237222645,0.018802054,0.081999995,0.020046094
31481,38060911.404757865,-0.02244225057337168,0.07899999842047692,0.031851694980000005,-0.004358425,0.074,0.027164543
31482,38060911.40516752,-0.03555284107777901,0.07399999834597111,0.037592390205,-0.035518724,0.073,0.037566382
31483,38060911.40562651,-0.037994950728784005,0.0669999985024333,0.02776848981,-0.036962714,0.067,0.02774928
31484,38060911.40608691,-0.058899648932313475,0.0549999987706542,0.040661416275,-0.058878765,0.053999998,0.040633287
31485,38060911.40658697,-0.05224259204047943,0.0549999987706542,0.03965320668,-0.05222267,0.053999998,0.039625775
31486,38060911.407103494,-0.05909819048008913,0.041999997943639754,0.04649241645,-0.019020535,0.06,0.046460252
31487,38060911.407585,-0.04860806339275037,0.041999997943639754,0.04551931233,-0.048587363,0.040999997,0.04548782
31488,38060911.40810579,-0.04379229701826581,0.04699999894946814,0.040661416275,-0.04377297,0.046,0.040633287
31489,38060911.40855189,-0.053165622160266324,0.05699999816715717,0.04942814979,-0.053132284,0.055999998,0.049393956
31490,38060911.40894155,-0.05095864275804818,0.045999998971819875,0.050991968459999995,-0.0509267,0.044999998,0.050956693
31491,38060911.40933296,-0.055758452809966386,0.053999998793005946,0.050991968459999995,-0.055727687,0.053,0.050956693
31492,38060911.40972332,-0.05972722691596655,0.052999998815357684,0.048863309595,-0.059694547,0.052,0.048829507
31493,38060911.410142146,-0.058978057875893164,0.0559999980032444,0.04634994477,-0.05795749,0.055,0.04631788
31494,38060911.4105565,-0.04846891567725109,0.04999999888241291,0.048274536735000005,-0.048439424,0.048,0.04824114
31495,38060911.410939135,-0.056457106328190676,0.04799999892711639,0.048274536735000005,-0.011263027,0.063,0.04824114
31496,38060911.41133283,-0.05390862390756457,0.04799999892711639,0.050491263870000004,-0.053889435,0.047,0.050456334
31497,38060911.41173873,-0.05480083708764294,0.050999998860061166,0.048863309595,-0.05577355,0.049999997,0.048829507
31498,38060911.412147455,-0.06288445243151664,0.039999998174607754,0.05096555823,-0.0115092825,0.06,0.0509303
31499,38060911.41254025,-0.0606888723981891,0.037999998405575754,0.052286832915,-0.060655687,0.036,0.05225066
31500,38060911.41293642,-0.057359738410762695,0.03899999829009175,0.052286832915,-0.057326898,0.038,0.05225066
31501,38060911.41333558,-0.05527074630429496,0.04499999759718776,0.0514181457,-0.014579296,0.0,0.051382575
31502,38060911.413741656,-0.05655939150153966,0.04999999888241291,0.051858589979999994,-0.056533713,0.049999997,0.051822715
31503,38060911.41413441,-0.05471687777464762,0.048999998904764655,0.052286832915,-0.05468106,0.048,0.05225066
31504,38060911.41454216,-0.062217959896972985,0.039999998174607754,0.052286832915,-0.01402998,0.0,0.05225066
31505,38060911.41493822,-0.05897513716047165,0.04299999782815576,0.052286832915,0.01272583,0.0,0.05225066
31506,38060911.41534025,-0.05212098001068011,0.04999999888241291,0.052286832915,-0.052072603,0.049999997,0.05225066
31507,38060911.41573604,-0.04832828435599179,0.04099999805912376,0.051858589979999994,0.020466328,0.0,0.051822715
31508,38060911.41613263,-0.05400715090948527,0.04999999888241291,0.048274536735000005,-0.053977255,0.049,0.04824114
31509,38060911.41654501,-0.06956525265980318,0.048999998904764655,0.049042043534999996,-0.069527626,0.048,0.049008116
31510,38060911.416940406,-0.0742288791690573,0.043999997712671754,0.04942814979,-0.07419293,0.042999998,0.049393956
31511,38060911.41734181,-0.07171620665614942,0.03399999924004078,0.052286832915,-0.071674764,0.033,0.05225066
31512,38060911.41773946,-0.06654344065611717,0.03299999926239252,0.052286832915,-0.06752193,0.031,0.05225066
31513,38060911.41813403,-0.06621148339038285,0.0239999994635582,0.052286832915,-0.012827396,0.0,0.05225066
31514,38060911.41854751,-0.07246138381174827,0.030999999307096005,0.050991968459999995,-0.07242156,0.029,0.050956693
31515,38060911.41893872,-0.06730923170558256,0.04799999892711639,0.050991968459999995,-0.06728027,0.046,0.050956693
31516,38060911.419331774,-0.059247367851055444,0.043999997712671754,0.050991968459999995,-0.06022845,0.042,0.050956693
31517,38060911.41973755,-0.06285185082381162,0.041999997943639754,0.052286832915,-0.06281648,0.040999997,0.05225066
31518,38060911.42013749,-0.06246015915981573,0.03699999852105975,0.050991968459999995,-0.062430378,0.036,0.050956693
31519,38060911.42054314,-0.05651481202369091,0.030999999307096005,0.052286832915,-0.0070381165,0.0,0.05225066
31520,38060911.420942344,-0.050023218007138937,0.022999999485909937,0.052286832915,-0.05099234,0.02,0.05225066
31521,38060911.42131967,-0.05959867555200482,0.029999999329447746,0.051858589979999994,-0.059555467,0.027999999,0.051822715
31522,38060911.421744436,-0.04626729345697189,0.03899999829009175,0.03965320668,-0.046251375,0.038,0.039625775
31523,38060911.422547266,-0.023985262102816485,0.057999998331069946,0.02237742681,-0.008485617,0.063,0.0217762
31524,38060911.42456907,-0.0009313084393722804,0.12199999690055847,0.012209362185000001,-0.009634696,0.111999996,0.012529152
31525,38060911.42593751,-0.011064218945470827,0.11899999752640725,0.01520760975,-0.011357325,0.114999995,0.014213187
31526,38060911.42726903,0.006661039216170117,0.1179999977350235,0.018683403360000003,0.004401814,0.116,0.018670479
31527,38060911.42811723,0.0068266355439847715,0.13999999314546585,0.022270294185,0.0068362276,0.138,0.022254888
31528,38060911.42909668,-0.022081663838854126,0.10399999842047691,0.0210716229,-0.02306183,0.102,0.021057045
31529,38060911.430190764,-0.019796739037523103,0.08599999696016311,0.01712415282,-0.02083813,0.09199999,0.017112305
31530,38060911.431484155,-0.009366952584134225,0.1409999929368496,0.014519684718,-0.010200094,0.145,0.01356628
31531,38060911.43282613,-0.00277489890455751,0.20399999469518662,0.014677456218,-0.0006890781,0.198,0.014667302
31532,38060911.43375892,-0.015556479604091678,0.16399999856948852,0.018373797074999997,-0.016189162,0.173,0.017747054
31533,38060911.43465525,-0.024855613124064924,0.1339999996125698,0.0228707073,-0.024831582,0.133,0.022854885
31534,38060911.435504384,-0.02038751349816259,0.14499999210238457,0.019017558480000002,-0.020015933,0.134,0.018679213
31535,38060911.43672025,-0.01571795930306763,0.15199999809265136,0.0142529799525,-0.011820137,0.17199999,0.014523971
31536,38060911.43827885,-0.012577528675397076,0.1309999991208315,0.011770903487999999,-0.015108196,0.124,0.011381846
31537,38060911.44055679,0.0027344079976243663,0.09999999776482582,0.0100054802085,0.0037392941,0.098,0.009998558
31538,38060911.442383476,-0.024022330434293693,0.14199999272823333,0.010636939944,-0.023017457,0.13999999,0.010629581
31539,38060911.444501854,-0.03236889514236285,0.12899999879300594,0.009315259113000001,-0.032655362,0.13,0.009308815
31540,38060911.44720325,-0.008913289352690867,0.11899999752640725,0.007046904012,-0.012442167,0.110999994,0.0064463443
31541,38060911.4508736,-0.031619900752959396,0.10999999567866325,0.0061706247825,-0.030471686,0.116,0.0061663557
31542,38060911.45350612,-0.04319229963054827,0.14499999210238457,0.0067520489805,-0.039549965,0.144,0.006747378
31543,38060911.45611473,0.0534073167003033,0.26999999582767487,0.008032943635499999,0.0049663037,0.3,0.007653799
31544,38060911.45754474,0.1383292971244865,0.25299999192357064,0.012387847334999999,0.1292397,0.29299998,0.011281174
31545,38060911.45826904,0.1557295840763615,0.23899999409914016,0.017101944929999998,0.15574625,0.23799999,0.017090114
