seg_count,atl07_dt,h_surf,w_gauss,fpb_corr,atl07_h,atl07_w,atl07_fpb
30241,38060910.03615756,0.19760235125757575,0.08499999716877937,0.018183891599999998,0.19722931,0.078999996,0.018538438
30242,38060910.03733774,0.16294100618362695,0.0949999950826168,0.01936699377,0.16395903,0.094,0.019353595
30243,38060910.03842974,0.15784576777355497,0.12199999690055847,0.021008587815,0.1595934,0.122999996,0.020994054
30244,38060910.039423175,0.1925259569268709,0.1339999996125698,0.022975521014999997,0.1925452,0.133,0.022959627
30245,38060910.04040705,0.19135845439139043,0.15699999481439592,0.024070737644999996,0.19138035,0.15699999,0.024054086
30246,38060910.04135867,0.21497200084131673,0.19799999594688417,0.021679940175000002,0.2149929,0.198,0.021664942
30247,38060910.04240992,0.22459760300367382,0.15699999481439592,0.01780165032,0.21402915,0.145,0.019033944
30248,38060910.04374794,0.1453191458716443,0.12299999669194221,0.01766626914,0.14369293,0.12,0.017271772
30249,38060910.04524522,0.07974316080013111,0.0879999965429306,0.016345297425,0.08150629,0.089999996,0.015972456
30250,38060910.04637334,0.060918694852858835,0.09399999529123307,0.017820094034999998,0.062225513,0.083,0.018171312
30251,38060910.04719928,0.03403766427985566,0.07799999862909317,0.025482182085,0.03641249,0.083,0.02413553
30252,38060910.04791651,-0.006482086807091392,0.06299999915063381,0.038766690075,0.0052973903,0.063,0.032399885
30253,38060910.04832529,-0.015109348394428679,0.052999998815357684,0.037388358734999995,-0.014079348,0.053,0.037362494
30254,38060910.04875324,-0.04461508842519546,0.037999998405575754,0.050991968459999995,-0.04456979,0.038,0.050956693
30255,38060910.0491422,-0.04014620757227316,0.04499999759718776,0.052286832915,0.027749544,0.061,0.05225066
30256,38060910.04953292,-0.03945223479097226,0.02799999937415123,0.052286832915,0.0121585755,0.053999998,0.05225066
30257,38060910.04993909,-0.03984698629503569,0.029999999329447746,0.052286832915,0.0123233795,0.0,0.05225066
30258,38060910.050341174,-0.050633415342620225,0.029999999329447746,0.052286832915,-0.0014737837,0.053999998,0.05225066
30259,38060910.050739616,-0.04283444261675218,0.03499999921768904,0.052286832915,0.025605679,0.0,0.05225066
30260,38060910.05114092,-0.03959277621035895,0.03399999924004078,0.052286832915,0.02819252,0.0,0.05225066
30261,38060910.051539265,-0.041408177600554374,0.03299999926239252,0.052286832915,0.02707969,0.055,0.05225066
30262,38060910.05189146,-0.04407574920480606,0.03299999926239252,0.052286832915,0.0058083213,0.055,0.05225066
30263,38060910.052334115,-0.03975720035246688,0.03899999829009175,0.050991968459999995,0.00718832,0.0,0.050956693
30264,38060910.05273694,-0.040600996858990435,0.037999998405575754,0.050991968459999995,0.0030231476,0.0,0.050956693
30265,38060910.05313965,-0.041331734530246855,0.029999999329447746,0.050991968459999995,-0.042303868,0.027999999,0.050956693
30266,38060910.05354678,-0.04474995958021921,0.03499999921768904,0.050991968459999995,-0.044709038,0.033999998,0.050956693
30267,38060910.05389265,-0.04842713216654104,0.012999999709427357,0.050991968459999995,-0.048397735,0.02,0.050956693
30268,38060910.05428012,-0.040736283497265546,0.01699999962002039,0.052286832915,0.009169763,0.043999996,0.05225066
30269,38060910.05474518,-0.04276236719017401,0.01899999957531691,0.052286832915,-0.04371868,0.015999999,0.05225066
30270,38060910.055085324,-0.041325795413307276,0.0239999994635582,0.052286832915,-0.04128082,0.022,0.05225066
30271,38060910.05553484,-0.04629260724907258,0.030999999307096005,0.052286832915,-0.04624921,0.03,0.05225066
30272,38060910.05594534,-0.0402305623007333,0.022999999485909937,0.052286832915,-0.040197767,0.018,0.05225066
30273,38060910.05629139,-0.04133763364081755,0.024999999441206455,0.052286832915,-0.040302705,0.022,0.05225066
30274,38060910.056682825,-0.03699215217059049,0.030999999307096005,0.052286832915,-0.036950536,0.029,0.05225066
30275,38060910.05709999,-0.03099394548777923,0.030999999307096005,0.04751347188,-0.035732925,0.03,0.05225066
30276,38060910.0575431,-0.03397594521830438,0.03399999924004078,0.04565012361,0.0071556424,0.056999996,0.050956693
30277,38060910.05803502,-0.03184969948939109,0.05699999816715717,0.050991968459999995,0.01318121,0.0,0.050956693
30278,38060910.058429636,-0.023311063702518453,0.06299999915063381,0.045811236705,-0.023272736,0.062,0.045779545
30279,38060910.05884746,-0.04615255877199331,0.0809999980032444,0.068935377,-0.04610299,0.08,0.06888769
30280,38060910.0595104,0.012349005151688353,0.1269999984651804,0.040135508295,0.023974078,0.138,0.038818628
30281,38060910.060489394,0.11166172254432727,0.1429999925196171,0.027074210685,0.117121786,0.144,0.02658084
30282,38060910.06159273,0.11919523803806076,0.11399999633431435,0.019631726385,0.120818704,0.111999996,0.01882171
30283,38060910.06300574,0.1283536494502071,0.08899999633431435,0.01536430374,0.12834989,0.088,0.015353675
30284,38060910.06416818,0.14891976738907253,0.07199999839067459,0.018183891599999998,0.14309458,0.073,0.018538438
30285,38060910.06512073,0.13670569498890384,0.10399999842047691,0.020855528219999996,0.13681021,0.098,0.0208411
30286,38060910.06638479,0.14536908922615144,0.10899999551475048,0.020443730970000004,0.14995228,0.11,0.020429587
30287,38060910.06739531,0.14297969314207926,0.07699999883770943,0.01820072298,0.14711155,0.076,0.017067427
30288,38060910.06887639,0.11706416726784585,0.07599999904632568,0.017283728265,0.11788785,0.065,0.01666561
